PolicyID,AccountID,ProductID,InsurerID,StartDate,EndDate,Status
POL0028998,A04336,P00002,I00006,2/26/2020,12/21/2025,Active
POL0028999,A02477,P00007,I00001,1/2/2021,3/5/2026,Expired
POL0029000,A02263,P00006,I00003,4/26/2023,9/10/2028,Active
POL0029001,A05888,P00006,I00002,3/20/2023,1/20/2026,Expired
POL0029002,A04311,P00007,I00005,7/6/2023,3/30/2025,Cancelled
POL0029003,A05919,P00003,I00003,6/8/2023,2/11/2029,Cancelled
POL0029004,A01336,P00004,I00005,2/1/2022,11/5/2025,Active
POL0029005,A03839,P00007,I00003,7/12/2023,8/19/2027,Expired
POL0029006,A03548,P00006,I00002,3/9/2022,9/28/2027,Expired
POL0029007,A04646,P00003,I00004,10/27/2020,3/14/2025,Active
POL0029008,A02193,P00004,I00003,10/26/2019,3/29/2029,Active
POL0029009,A06072,P00006,I00001,8/26/2019,12/12/2026,Active
POL0029010,A03842,P00005,I00004,4/24/2024,5/8/2028,Cancelled
POL0029011,A05533,P00006,I00002,11/25/2023,3/13/2026,Cancelled
POL0029012,A01195,P00004,I00005,10/3/2020,10/22/2024,Expired
POL0029013,A04973,P00002,I00004,2/17/2022,10/23/2024,Expired
POL0029014,A02491,P00003,I00001,6/8/2022,5/22/2028,Cancelled
POL0029015,A06109,P00007,I00006,1/5/2022,9/13/2024,Expired
POL0029016,A03417,P00002,I00002,2/11/2022,3/15/2027,Cancelled
POL0029017,A03777,P00004,I00001,6/6/2021,3/24/2028,Expired
POL0029018,A03978,P00005,I00001,6/6/2022,12/22/2027,Cancelled
POL0029019,A04499,P00003,I00002,5/2/2023,12/8/2026,Active
POL0029020,A03501,P00005,I00004,10/18/2022,12/5/2025,Active
POL0029021,A02282,P00001,I00006,5/8/2022,5/12/2028,Expired
POL0029022,A05424,P00001,I00004,6/24/2022,1/23/2028,Expired
POL0029023,A00031,P00002,I00005,3/2/2022,7/14/2025,Expired
POL0029024,A06333,P00007,I00006,10/10/2021,4/25/2027,Cancelled
POL0029025,A00488,P00004,I00003,5/31/2024,5/2/2025,Expired
POL0029026,A05281,P00004,I00001,7/4/2024,9/27/2028,Expired
POL0029027,A04801,P00006,I00003,7/19/2023,6/17/2026,Expired
POL0029028,A02541,P00002,I00001,3/27/2024,11/26/2027,Expired
POL0029029,A05004,P00007,I00005,2/16/2020,1/23/2027,Active
POL0029030,A01384,P00002,I00003,10/23/2019,5/21/2028,Expired
POL0029031,A01155,P00006,I00005,9/28/2021,3/23/2025,Active
POL0029032,A05009,P00004,I00002,6/21/2023,11/19/2028,Expired
POL0029033,A05200,P00004,I00004,7/31/2020,8/9/2029,Active
POL0029034,A03389,P00004,I00003,11/5/2019,4/9/2029,Cancelled
POL0029035,A03431,P00003,I00002,12/24/2022,11/26/2027,Cancelled
POL0029036,A05798,P00007,I00002,4/23/2020,4/4/2028,Active
POL0029037,A04502,P00003,I00006,1/12/2022,3/25/2029,Active
POL0029038,A06180,P00001,I00003,10/23/2019,10/15/2024,Active
POL0029039,A06281,P00002,I00001,12/5/2021,1/17/2026,Expired
POL0029040,A04212,P00006,I00003,11/9/2022,3/9/2027,Active
POL0029041,A00920,P00004,I00002,10/4/2023,10/31/2027,Cancelled
POL0029042,A05716,P00007,I00002,3/6/2022,5/12/2027,Cancelled
POL0029043,A04914,P00002,I00004,11/15/2023,4/6/2029,Expired
POL0029044,A00781,P00005,I00001,5/28/2022,1/5/2027,Active
POL0029045,A01851,P00006,I00006,9/10/2023,6/23/2027,Active
POL0029046,A00924,P00006,I00002,9/24/2019,11/28/2024,Active
POL0029047,A00051,P00005,I00001,6/28/2021,10/29/2027,Active
POL0029048,A02670,P00006,I00003,8/10/2022,2/24/2028,Expired
POL0029049,A06489,P00005,I00002,7/1/2022,5/12/2027,Cancelled
POL0029050,A02306,P00004,I00002,9/4/2020,3/27/2029,Expired
POL0029051,A05928,P00005,I00001,10/9/2020,8/6/2025,Active
POL0029052,A05236,P00001,I00001,5/13/2021,7/17/2026,Cancelled
POL0029053,A02633,P00002,I00003,8/2/2024,12/22/2024,Active
POL0029054,A00357,P00003,I00001,1/4/2024,2/10/2025,Active
POL0029055,A02942,P00002,I00006,6/19/2020,10/15/2024,Expired
POL0029056,A03922,P00007,I00001,11/26/2019,2/7/2025,Cancelled
POL0029057,A06155,P00007,I00003,10/2/2022,4/21/2028,Cancelled
POL0029058,A01094,P00002,I00001,4/4/2020,12/11/2026,Cancelled
POL0029059,A03592,P00006,I00001,11/12/2021,5/17/2028,Expired
POL0029060,A04997,P00003,I00005,2/15/2023,8/21/2026,Cancelled
POL0029061,A03162,P00006,I00001,8/1/2023,10/12/2028,Expired
POL0029062,A05402,P00002,I00002,1/9/2020,2/17/2029,Cancelled
POL0029063,A05040,P00001,I00006,5/13/2023,9/30/2027,Active
POL0029064,A04890,P00006,I00005,10/21/2022,2/25/2027,Active
POL0029065,A03880,P00001,I00002,4/22/2021,1/21/2029,Expired
POL0029066,A00518,P00002,I00005,9/30/2023,9/19/2024,Cancelled
POL0029067,A03729,P00001,I00002,4/4/2022,9/5/2027,Active
POL0029068,A02528,P00002,I00003,9/3/2019,10/25/2025,Cancelled
POL0029069,A00050,P00002,I00002,7/21/2020,7/26/2027,Active
POL0029070,A00861,P00002,I00002,9/14/2023,5/26/2029,Expired
POL0029071,A03834,P00003,I00005,9/3/2019,10/29/2024,Expired
POL0029072,A01742,P00007,I00004,6/15/2021,12/10/2025,Active
POL0029073,A05540,P00006,I00006,8/19/2021,2/26/2028,Cancelled
POL0029074,A04024,P00005,I00003,5/8/2021,7/6/2026,Active
POL0029075,A05995,P00001,I00006,3/14/2022,1/14/2025,Active
POL0029076,A01137,P00005,I00002,6/5/2021,12/21/2027,Cancelled
POL0029077,A02465,P00006,I00004,5/7/2021,10/11/2028,Expired
POL0029078,A00758,P00002,I00005,8/30/2020,4/13/2027,Expired
POL0029079,A03090,P00002,I00001,9/17/2021,7/13/2025,Cancelled
POL0029080,A00213,P00002,I00001,2/4/2022,11/10/2027,Expired
POL0029081,A02432,P00004,I00001,10/11/2023,3/31/2026,Cancelled
POL0029082,A00335,P00005,I00003,11/5/2020,9/18/2024,Cancelled
POL0029083,A05044,P00001,I00002,6/7/2021,1/25/2025,Cancelled
POL0029084,A04152,P00005,I00002,12/17/2020,7/13/2029,Active
POL0029085,A00645,P00003,I00005,5/14/2022,7/15/2025,Cancelled
POL0029086,A04510,P00005,I00006,12/21/2020,12/8/2025,Active
POL0029087,A02708,P00002,I00005,3/18/2021,2/10/2027,Expired
POL0029088,A05521,P00007,I00002,9/25/2021,1/17/2025,Cancelled
POL0029089,A02173,P00002,I00006,8/2/2020,12/27/2027,Expired
POL0029090,A04662,P00004,I00003,6/13/2022,3/27/2025,Expired
POL0029091,A00585,P00001,I00005,10/23/2021,6/8/2025,Cancelled
POL0029092,A06218,P00007,I00003,5/9/2020,6/17/2025,Active
POL0029093,A00977,P00002,I00006,6/8/2020,6/20/2029,Cancelled
POL0029094,A01910,P00002,I00003,2/25/2022,10/1/2028,Expired
POL0029095,A02046,P00004,I00001,3/14/2023,2/18/2028,Active
POL0029096,A02531,P00001,I00001,12/24/2023,7/17/2025,Cancelled
POL0029097,A02655,P00007,I00006,6/10/2021,12/15/2025,Active
POL0029098,A00934,P00001,I00002,10/12/2023,5/16/2028,Expired
POL0029099,A00576,P00002,I00005,12/14/2022,9/24/2025,Cancelled
POL0029100,A04394,P00005,I00005,5/12/2022,1/19/2026,Expired
POL0029101,A02740,P00002,I00004,9/3/2021,11/14/2024,Expired
POL0029102,A01972,P00005,I00001,8/15/2021,4/17/2025,Active
POL0029103,A05390,P00003,I00004,12/5/2021,8/26/2028,Cancelled
POL0029104,A01091,P00002,I00002,12/30/2023,10/18/2028,Expired
POL0029105,A05949,P00004,I00004,11/21/2020,6/26/2026,Cancelled
POL0029106,A04151,P00007,I00006,1/8/2022,7/16/2029,Expired
POL0029107,A00113,P00002,I00003,9/8/2021,3/31/2026,Active
POL0029108,A04247,P00007,I00005,4/29/2020,1/10/2025,Cancelled
POL0029109,A04560,P00006,I00005,3/31/2021,5/13/2027,Expired
POL0029110,A02293,P00003,I00003,12/4/2023,5/2/2026,Expired
POL0029111,A02970,P00004,I00005,11/26/2023,10/19/2027,Active
POL0029112,A05518,P00006,I00001,6/30/2022,2/16/2026,Active
POL0029113,A04664,P00007,I00001,9/18/2019,9/11/2028,Active
POL0029114,A02332,P00004,I00003,12/8/2022,4/8/2029,Active
POL0029115,A00022,P00003,I00006,12/11/2019,6/17/2025,Expired
POL0029116,A02390,P00005,I00001,8/3/2022,12/24/2028,Cancelled
POL0029117,A04083,P00003,I00006,4/9/2022,6/28/2028,Expired
POL0029118,A01969,P00004,I00004,7/31/2020,11/12/2026,Active
POL0029119,A05272,P00003,I00004,11/7/2019,12/3/2026,Cancelled
POL0029120,A02582,P00003,I00005,10/10/2019,4/21/2026,Expired
POL0029121,A00674,P00005,I00006,6/13/2021,11/15/2026,Active
POL0029122,A05826,P00006,I00004,6/16/2022,2/19/2025,Cancelled
POL0029123,A00187,P00001,I00005,7/10/2023,12/1/2028,Expired
POL0029124,A00669,P00005,I00002,10/20/2021,9/24/2026,Cancelled
POL0029125,A05188,P00004,I00005,2/19/2020,8/27/2024,Expired
POL0029126,A04106,P00007,I00006,1/4/2022,4/27/2028,Active
POL0029127,A03900,P00005,I00004,6/26/2020,6/18/2026,Cancelled
POL0029128,A02196,P00001,I00004,5/10/2021,9/13/2024,Cancelled
POL0029129,A04822,P00002,I00003,10/29/2020,6/19/2028,Expired
POL0029130,A01998,P00005,I00004,4/16/2020,5/28/2028,Expired
POL0029131,A00423,P00004,I00002,1/21/2023,4/17/2026,Cancelled
POL0029132,A05930,P00001,I00004,6/14/2020,9/24/2026,Cancelled
POL0029133,A01397,P00002,I00001,12/25/2022,7/6/2027,Expired
POL0029134,A00052,P00005,I00002,3/24/2020,1/24/2029,Cancelled
POL0029135,A03082,P00004,I00002,10/1/2019,12/3/2024,Cancelled
POL0029136,A00934,P00005,I00004,6/24/2020,1/10/2026,Cancelled
POL0029137,A02944,P00006,I00004,12/25/2023,10/14/2027,Expired
POL0029138,A00062,P00003,I00004,8/14/2019,1/27/2026,Expired
POL0029139,A03340,P00007,I00003,3/13/2024,11/4/2024,Active
POL0029140,A02534,P00004,I00003,11/26/2020,7/11/2028,Expired
POL0029141,A05067,P00001,I00001,1/7/2022,1/2/2027,Expired
POL0029142,A02791,P00001,I00001,10/8/2023,8/20/2024,Active
POL0029143,A04385,P00004,I00001,5/23/2023,6/28/2029,Expired
POL0029144,A04780,P00007,I00003,2/13/2020,7/21/2028,Expired
POL0029145,A01450,P00002,I00005,4/29/2023,2/13/2026,Active
POL0029146,A03542,P00007,I00002,4/5/2023,11/24/2028,Cancelled
POL0029147,A04534,P00004,I00001,9/7/2022,11/29/2028,Expired
POL0029148,A03655,P00001,I00005,7/13/2024,1/27/2026,Cancelled
POL0029149,A02168,P00007,I00003,2/7/2021,10/8/2027,Active
POL0029150,A05496,P00004,I00001,10/6/2020,11/16/2027,Cancelled
POL0029151,A03008,P00006,I00005,10/22/2023,5/12/2027,Cancelled
POL0029152,A02999,P00007,I00002,5/26/2024,8/18/2028,Active
POL0029153,A04893,P00002,I00004,4/15/2021,11/5/2027,Expired
POL0029154,A01727,P00001,I00006,10/31/2021,7/18/2029,Active
POL0029155,A04456,P00006,I00002,8/3/2020,9/19/2028,Cancelled
POL0029156,A04581,P00006,I00005,6/23/2020,1/6/2025,Cancelled
POL0029157,A01051,P00002,I00004,9/13/2019,3/6/2025,Expired
POL0029158,A06304,P00004,I00006,5/25/2022,11/7/2026,Active
POL0029159,A02159,P00006,I00004,12/8/2023,2/27/2029,Cancelled
POL0029160,A03571,P00005,I00001,2/26/2023,10/11/2028,Expired
POL0029161,A03356,P00006,I00002,11/11/2020,1/17/2027,Cancelled
POL0029162,A03407,P00004,I00002,6/9/2024,10/30/2026,Cancelled
POL0029163,A04308,P00001,I00001,5/29/2021,9/9/2027,Cancelled
POL0029164,A00471,P00003,I00002,3/29/2022,2/26/2029,Expired
POL0029165,A03515,P00007,I00005,9/14/2020,5/30/2028,Active
POL0029166,A05622,P00005,I00003,12/13/2021,10/10/2026,Active
POL0029167,A02114,P00007,I00006,10/10/2019,1/24/2029,Expired
POL0029168,A02052,P00006,I00006,2/18/2023,4/27/2026,Active
POL0029169,A00758,P00002,I00001,5/25/2023,4/26/2026,Active
POL0029170,A05399,P00002,I00004,7/22/2023,2/8/2028,Expired
POL0029171,A05941,P00002,I00005,1/17/2024,2/25/2027,Active
POL0029172,A04473,P00007,I00005,6/24/2021,10/23/2028,Cancelled
POL0029173,A03918,P00001,I00006,8/1/2023,12/23/2025,Cancelled
POL0029174,A00058,P00001,I00003,3/29/2021,2/2/2028,Active
POL0029175,A03632,P00004,I00001,3/5/2023,4/2/2026,Cancelled
POL0029176,A03174,P00004,I00006,7/5/2021,6/20/2029,Cancelled
POL0029177,A01256,P00002,I00004,3/12/2020,2/7/2027,Cancelled
POL0029178,A02815,P00004,I00005,6/15/2023,3/31/2026,Cancelled
POL0029179,A04904,P00002,I00005,5/22/2020,4/24/2028,Expired
POL0029180,A04752,P00007,I00003,10/16/2020,4/23/2025,Expired
POL0029181,A01293,P00003,I00003,3/8/2023,4/2/2028,Cancelled
POL0029182,A06251,P00007,I00006,10/9/2019,11/24/2025,Cancelled
POL0029183,A00574,P00004,I00006,3/2/2022,8/12/2027,Active
POL0029184,A04891,P00002,I00003,12/2/2021,2/10/2028,Cancelled
POL0029185,A02226,P00007,I00006,6/14/2022,2/2/2025,Active
POL0029186,A03607,P00001,I00003,9/24/2020,7/3/2027,Cancelled
POL0029187,A02754,P00001,I00003,4/9/2020,8/1/2028,Cancelled
POL0029188,A03674,P00005,I00001,11/1/2019,3/11/2028,Active
POL0029189,A00872,P00003,I00001,2/10/2021,3/13/2026,Expired
POL0029190,A02946,P00002,I00005,8/2/2020,5/26/2026,Expired
POL0029191,A04552,P00002,I00005,5/21/2022,6/15/2025,Expired
POL0029192,A05363,P00006,I00006,3/15/2020,5/29/2029,Cancelled
POL0029193,A04303,P00002,I00001,9/12/2023,5/13/2028,Expired
POL0029194,A04375,P00003,I00001,11/22/2022,2/15/2029,Active
POL0029195,A06039,P00006,I00004,12/24/2021,9/2/2028,Active
POL0029196,A00754,P00002,I00004,12/9/2020,1/20/2028,Cancelled
POL0029197,A03677,P00004,I00006,8/21/2021,1/19/2025,Active
POL0029198,A04247,P00004,I00003,7/18/2021,11/13/2027,Active
POL0029199,A01984,P00006,I00002,10/14/2020,4/25/2026,Cancelled
POL0029200,A05631,P00003,I00002,4/26/2022,7/20/2029,Cancelled
POL0029201,A04693,P00003,I00001,8/15/2023,2/19/2029,Cancelled
POL0029202,A01921,P00001,I00001,2/10/2022,5/8/2027,Active
POL0029203,A02697,P00004,I00006,1/31/2021,2/28/2027,Active
POL0029204,A01152,P00003,I00004,6/29/2020,8/21/2024,Expired
POL0029205,A00643,P00002,I00003,6/6/2022,3/28/2025,Cancelled
POL0029206,A01964,P00004,I00002,8/22/2022,1/2/2025,Expired
POL0029207,A05707,P00001,I00003,7/5/2023,8/5/2026,Cancelled
POL0029208,A05782,P00005,I00001,12/25/2023,5/3/2028,Expired
POL0029209,A02951,P00004,I00006,2/11/2024,11/20/2028,Active
POL0029210,A00208,P00007,I00006,11/23/2021,4/2/2027,Cancelled
POL0029211,A02183,P00007,I00001,1/25/2022,4/8/2028,Expired
POL0029212,A04308,P00006,I00001,5/13/2021,1/20/2027,Active
POL0029213,A04305,P00007,I00004,9/21/2019,3/25/2027,Active
POL0029214,A00145,P00002,I00001,5/7/2021,8/3/2025,Cancelled
POL0029215,A02058,P00006,I00004,6/7/2023,1/16/2026,Active
POL0029216,A02221,P00001,I00003,12/3/2020,3/27/2029,Cancelled
POL0029217,A03009,P00005,I00002,1/29/2023,1/30/2025,Cancelled
POL0029218,A04882,P00007,I00006,2/5/2024,5/15/2027,Cancelled
POL0029219,A04213,P00001,I00001,2/3/2020,5/27/2025,Cancelled
POL0029220,A03308,P00005,I00006,9/18/2020,9/12/2028,Cancelled
POL0029221,A04477,P00004,I00005,9/16/2023,1/6/2027,Active
POL0029222,A01247,P00003,I00001,12/2/2020,8/24/2028,Cancelled
POL0029223,A01970,P00006,I00005,5/27/2021,6/8/2029,Cancelled
POL0029224,A03970,P00004,I00004,3/15/2021,6/25/2026,Expired
POL0029225,A00472,P00002,I00004,8/24/2019,4/27/2027,Expired
POL0029226,A05682,P00007,I00002,10/23/2021,2/2/2028,Cancelled
POL0029227,A03520,P00003,I00006,6/3/2024,12/29/2025,Expired
POL0029228,A02908,P00003,I00006,1/23/2024,5/6/2026,Active
POL0029229,A01802,P00007,I00002,10/1/2022,7/2/2026,Expired
POL0029230,A06124,P00005,I00006,8/31/2019,1/13/2028,Active
POL0029231,A04799,P00001,I00006,7/4/2023,11/4/2026,Cancelled
POL0029232,A03758,P00001,I00005,2/10/2024,8/11/2026,Expired
POL0029233,A05619,P00006,I00003,3/2/2020,6/26/2028,Cancelled
POL0029234,A05431,P00007,I00005,3/16/2024,8/19/2027,Expired
POL0029235,A01734,P00005,I00006,12/16/2023,1/30/2029,Cancelled
POL0029236,A00069,P00001,I00002,4/24/2023,5/21/2025,Cancelled
POL0029237,A04935,P00005,I00002,1/17/2020,3/30/2026,Active
POL0029238,A02770,P00005,I00004,12/28/2021,2/17/2027,Cancelled
POL0029239,A03290,P00003,I00001,1/2/2021,3/25/2027,Active
POL0029240,A04045,P00004,I00004,4/1/2021,9/5/2025,Active
POL0029241,A00823,P00001,I00005,9/29/2020,5/15/2025,Expired
POL0029242,A00973,P00007,I00004,8/21/2020,3/25/2028,Active
POL0029243,A05831,P00007,I00005,6/14/2022,7/30/2028,Expired
POL0029244,A01337,P00006,I00002,9/23/2021,10/29/2024,Cancelled
POL0029245,A02927,P00004,I00002,5/9/2020,5/8/2029,Expired
POL0029246,A01904,P00007,I00003,12/8/2022,8/27/2027,Active
POL0029247,A02970,P00003,I00001,4/19/2021,10/21/2027,Expired
POL0029248,A03189,P00005,I00003,2/2/2021,2/7/2026,Expired
POL0029249,A04662,P00004,I00001,3/13/2020,2/5/2028,Active
POL0029250,A06056,P00005,I00002,12/3/2022,3/22/2025,Cancelled
POL0029251,A06275,P00003,I00004,6/9/2024,6/1/2025,Cancelled
POL0029252,A02091,P00007,I00006,10/16/2023,2/26/2027,Expired
POL0029253,A00426,P00004,I00001,8/12/2022,9/22/2027,Cancelled
POL0029254,A00911,P00001,I00003,5/30/2021,3/9/2025,Cancelled
POL0029255,A04880,P00007,I00002,9/15/2021,1/10/2028,Active
POL0029256,A00932,P00005,I00003,8/17/2022,12/22/2026,Cancelled
POL0029257,A01253,P00007,I00005,12/11/2023,12/23/2027,Expired
POL0029258,A04786,P00007,I00006,2/14/2020,10/25/2025,Active
POL0029259,A00004,P00001,I00005,9/10/2021,2/24/2028,Cancelled
POL0029260,A05053,P00005,I00006,10/27/2019,4/4/2028,Active
POL0029261,A00780,P00002,I00005,12/13/2022,9/25/2027,Active
POL0029262,A04467,P00002,I00004,10/11/2021,9/29/2024,Cancelled
POL0029263,A02518,P00003,I00003,12/16/2021,8/3/2029,Expired
POL0029264,A06317,P00005,I00001,9/5/2020,6/1/2026,Expired
POL0029265,A01386,P00003,I00002,9/22/2021,10/22/2024,Expired
POL0029266,A01223,P00007,I00005,7/16/2023,10/10/2025,Cancelled
POL0029267,A03317,P00007,I00002,6/21/2021,5/4/2026,Expired
POL0029268,A02630,P00004,I00002,6/21/2020,10/28/2025,Expired
POL0029269,A03057,P00003,I00002,3/2/2024,3/17/2028,Expired
POL0029270,A06058,P00005,I00004,3/29/2022,4/20/2028,Cancelled
POL0029271,A06371,P00002,I00002,10/5/2019,5/12/2028,Cancelled
POL0029272,A03626,P00004,I00002,5/19/2020,9/26/2024,Active
POL0029273,A00402,P00006,I00005,11/4/2022,10/15/2025,Expired
POL0029274,A05523,P00004,I00001,7/31/2023,9/12/2028,Expired
POL0029275,A03398,P00004,I00002,4/21/2020,4/23/2028,Active
POL0029276,A05359,P00007,I00005,12/4/2019,7/19/2029,Cancelled
POL0029277,A04699,P00007,I00001,12/3/2022,10/8/2025,Cancelled
POL0029278,A04389,P00004,I00003,10/24/2021,8/16/2028,Cancelled
POL0029279,A03598,P00004,I00003,2/22/2022,3/19/2025,Active
POL0029280,A00981,P00005,I00003,6/23/2023,6/4/2026,Expired
POL0029281,A01171,P00003,I00002,6/23/2020,6/29/2026,Expired
POL0029282,A02971,P00001,I00001,5/22/2024,10/22/2024,Active
POL0029283,A06149,P00004,I00003,3/14/2021,6/18/2026,Cancelled
POL0029284,A00687,P00001,I00005,2/8/2021,11/23/2024,Active
POL0029285,A01154,P00004,I00001,3/16/2022,3/29/2028,Expired
POL0029286,A03170,P00007,I00003,2/21/2020,4/2/2026,Expired
POL0029287,A04432,P00002,I00003,6/22/2024,9/3/2027,Expired
POL0029288,A00683,P00001,I00005,7/1/2020,10/5/2028,Active
POL0029289,A06269,P00003,I00002,4/29/2022,2/1/2029,Expired
POL0029290,A05772,P00001,I00004,5/16/2020,1/17/2025,Cancelled
POL0029291,A00815,P00003,I00002,3/24/2024,4/13/2026,Active
POL0029292,A00216,P00007,I00006,8/28/2022,3/9/2027,Active
POL0029293,A01305,P00007,I00004,1/13/2022,6/13/2028,Expired
POL0029294,A03962,P00002,I00004,6/16/2021,10/9/2025,Cancelled
POL0029295,A04401,P00001,I00005,12/12/2021,11/21/2026,Expired
POL0029296,A03031,P00004,I00005,11/23/2023,7/20/2026,Cancelled
POL0029297,A04886,P00005,I00005,9/3/2019,12/30/2026,Expired
POL0029298,A00809,P00003,I00005,7/14/2024,6/4/2028,Active
POL0029299,A01116,P00003,I00003,10/16/2020,12/9/2025,Expired
POL0029300,A05857,P00005,I00006,7/29/2022,4/8/2025,Expired
POL0029301,A00985,P00006,I00005,10/27/2022,4/26/2026,Expired
POL0029302,A04033,P00004,I00002,5/25/2021,2/15/2028,Cancelled
POL0029303,A01591,P00007,I00006,5/22/2022,3/1/2029,Active
POL0029304,A02305,P00005,I00006,9/16/2019,3/4/2028,Active
POL0029305,A00875,P00004,I00005,5/26/2023,2/10/2027,Cancelled
POL0029306,A05279,P00007,I00003,7/17/2021,6/22/2029,Active
POL0029307,A04520,P00006,I00004,5/31/2021,8/5/2029,Expired
POL0029308,A03989,P00001,I00003,2/28/2023,4/30/2026,Expired
POL0029309,A02487,P00006,I00005,7/23/2024,4/18/2028,Expired
POL0029310,A04779,P00002,I00001,9/14/2019,6/23/2029,Active
POL0029311,A00882,P00002,I00006,12/24/2021,12/4/2026,Cancelled
POL0029312,A05479,P00006,I00002,12/25/2022,4/1/2026,Active
POL0029313,A00649,P00001,I00002,6/3/2022,11/9/2025,Expired
POL0029314,A02455,P00006,I00001,2/12/2021,11/22/2025,Active
POL0029315,A02051,P00004,I00006,11/16/2020,1/21/2026,Cancelled
POL0029316,A04482,P00006,I00002,7/11/2023,10/11/2025,Expired
POL0029317,A05806,P00003,I00003,6/18/2024,11/15/2027,Expired
POL0029318,A04727,P00001,I00001,2/1/2024,12/3/2024,Expired
POL0029319,A03733,P00001,I00001,12/7/2021,2/18/2025,Expired
POL0029320,A05443,P00006,I00001,3/11/2023,12/23/2027,Cancelled
POL0029321,A04255,P00005,I00004,7/27/2021,11/9/2024,Active
POL0029322,A04441,P00007,I00002,1/15/2023,9/17/2024,Expired
POL0029323,A03333,P00006,I00006,5/10/2022,4/1/2026,Active
POL0029324,A00628,P00002,I00002,8/12/2022,7/21/2028,Expired
POL0029325,A05590,P00003,I00006,10/5/2019,6/11/2027,Expired
POL0029326,A03562,P00007,I00005,3/24/2023,4/1/2027,Expired
POL0029327,A01989,P00001,I00003,6/9/2022,4/16/2028,Expired
POL0029328,A05563,P00007,I00004,4/7/2022,7/17/2027,Cancelled
POL0029329,A02704,P00005,I00003,5/10/2022,4/9/2027,Expired
POL0029330,A03629,P00001,I00002,8/18/2022,8/17/2026,Active
POL0029331,A00819,P00007,I00002,7/27/2020,5/1/2029,Expired
POL0029332,A05588,P00006,I00006,4/19/2024,7/28/2026,Expired
POL0029333,A04998,P00007,I00002,10/23/2021,6/14/2026,Expired
POL0029334,A05889,P00006,I00004,4/11/2024,11/14/2027,Expired
POL0029335,A05646,P00002,I00004,12/29/2019,9/26/2024,Active
POL0029336,A04890,P00006,I00003,7/4/2024,9/30/2028,Expired
POL0029337,A03448,P00007,I00005,6/22/2022,12/25/2026,Cancelled
POL0029338,A05802,P00003,I00003,4/6/2023,3/5/2029,Cancelled
POL0029339,A04440,P00001,I00006,8/19/2020,4/19/2028,Expired
POL0029340,A03670,P00005,I00004,4/11/2022,4/2/2025,Active
POL0029341,A01802,P00003,I00006,6/6/2023,3/29/2029,Expired
POL0029342,A06150,P00006,I00001,7/18/2022,2/9/2027,Active
POL0029343,A00971,P00006,I00003,10/17/2022,3/18/2028,Expired
POL0029344,A01133,P00006,I00006,2/21/2022,10/4/2024,Cancelled
POL0029345,A00677,P00007,I00002,1/20/2022,12/26/2027,Active
POL0029346,A00900,P00001,I00003,9/8/2022,2/21/2025,Expired
POL0029347,A01596,P00004,I00005,1/25/2022,7/13/2029,Active
POL0029348,A01710,P00005,I00005,12/21/2022,5/5/2026,Cancelled
POL0029349,A02975,P00005,I00001,8/29/2023,8/10/2028,Active
POL0029350,A04839,P00002,I00006,4/21/2021,3/2/2025,Cancelled
POL0029351,A03319,P00006,I00001,1/7/2022,4/5/2028,Expired
POL0029352,A02986,P00005,I00006,4/16/2022,3/12/2025,Cancelled
POL0029353,A03531,P00003,I00006,6/25/2020,9/15/2028,Expired
POL0029354,A01913,P00006,I00005,1/30/2023,3/12/2027,Cancelled
POL0029355,A00172,P00001,I00001,12/29/2021,2/13/2025,Cancelled
POL0029356,A02158,P00006,I00001,6/17/2021,7/23/2025,Active
POL0029357,A00520,P00001,I00004,10/18/2020,4/3/2028,Expired
POL0029358,A04024,P00002,I00003,3/31/2022,12/6/2028,Expired
POL0029359,A00310,P00007,I00005,3/6/2020,4/2/2029,Active
POL0029360,A02109,P00001,I00006,12/5/2022,11/14/2028,Active
POL0029361,A06409,P00006,I00004,4/27/2021,2/17/2026,Active
POL0029362,A01776,P00002,I00006,7/19/2020,6/3/2028,Expired
POL0029363,A02304,P00007,I00004,11/29/2020,5/28/2026,Expired
POL0029364,A00281,P00007,I00005,12/9/2021,11/11/2024,Expired
POL0029365,A01129,P00004,I00002,2/26/2024,5/6/2026,Expired
POL0029366,A02623,P00002,I00005,3/22/2021,3/3/2028,Cancelled
POL0029367,A03138,P00003,I00003,9/14/2023,1/13/2026,Active
POL0029368,A00981,P00003,I00002,9/6/2023,8/13/2024,Cancelled
POL0029369,A04090,P00001,I00004,12/12/2023,2/17/2028,Active
POL0029370,A04733,P00005,I00002,12/28/2019,5/15/2027,Expired
POL0029371,A03675,P00003,I00003,8/2/2021,8/11/2025,Expired
POL0029372,A00221,P00002,I00001,9/6/2020,5/27/2027,Active
POL0029373,A05669,P00002,I00005,12/16/2020,4/19/2028,Cancelled
POL0029374,A01386,P00005,I00006,9/3/2019,12/7/2026,Cancelled
POL0029375,A01858,P00003,I00001,1/29/2022,12/9/2027,Expired
POL0029376,A00809,P00004,I00005,1/27/2022,4/11/2025,Cancelled
POL0029377,A04001,P00001,I00004,10/10/2020,8/23/2026,Active
POL0029378,A00439,P00004,I00002,12/13/2022,1/14/2028,Expired
POL0029379,A03483,P00005,I00005,6/19/2024,5/22/2025,Expired
POL0029380,A05924,P00002,I00001,4/11/2023,6/5/2027,Cancelled
