ClaimID,PolicyID,ClaimDate,ClaimAmount,ClaimStatus,TypeOfLoss
C0003567,POL0004541,2021-12-06,39395,Pending,Accident
C0003568,POL0006134,2020-06-01,36112,Open,Liability
C0003569,POL0053982,2021-04-05,23243,Open,Liability
C0003570,POL0021830,2024-01-25,49756,Open,Natural Disaster
C0003571,POL0063018,2020-08-31,45836,Pending,Liability
C0003572,POL0057712,2020-05-01,20039,Closed,Liability
C0003573,POL0040343,2021-03-07,12135,Open,Natural Disaster
C0003574,POL0017942,2021-06-29,1221,Closed,Accident
C0003575,POL0001302,2019-08-26,19166,Open,Accident
C0003576,POL0037696,2024-04-12,5875,Closed,Theft
C0003577,POL0003277,2022-08-14,17580,Closed,Fire
C0003578,POL0002415,2021-11-27,42309,Open,Accident
C0003579,POL0011909,2023-10-22,4894,Open,Theft
C0003580,POL0038549,2020-08-28,18057,Open,Theft
C0003581,POL0002206,2021-01-31,38048,Closed,Liability
C0003582,POL0002719,2023-04-20,24869,Closed,Fire
C0003583,POL0019452,2022-06-02,17217,Open,Theft
C0003584,POL0046743,2022-07-28,40714,Open,Natural Disaster
C0003585,POL0007848,2023-07-22,34353,Pending,Natural Disaster
C0003586,POL0023705,2022-02-15,18342,Pending,Accident
C0003587,POL0024142,2019-10-18,20474,Open,Liability
C0003588,POL0028835,2023-07-23,49949,Open,Accident
C0003589,POL0047656,2024-05-21,4186,Pending,Accident
C0003590,POL0022741,2020-10-03,30904,Pending,Liability
C0003591,POL0003326,2021-05-24,12914,Closed,Liability
C0003592,POL0052823,2020-12-30,46747,Closed,Fire
C0003593,POL0033118,2024-07-30,19811,Pending,Accident
C0003594,POL0009765,2021-02-12,46193,Open,Theft
C0003595,POL0001398,2023-10-02,16355,Pending,Theft
C0003596,POL0060766,2024-03-05,38337,Open,Theft
C0003597,POL0002626,2020-01-11,17304,Pending,Theft
C0003598,POL0005832,2022-04-20,26209,Pending,Accident
C0003599,POL0057321,2020-04-30,21328,Open,Natural Disaster
C0003600,POL0006317,2022-02-21,36632,Open,Natural Disaster
C0003601,POL0064591,2022-01-14,33080,Pending,Accident
C0003602,POL0007991,2021-12-20,47949,Closed,Natural Disaster
C0003603,POL0044960,2019-10-29,33670,Pending,Accident
C0003604,POL0005698,2020-12-06,10350,Closed,Natural Disaster
C0003605,POL0013894,2020-07-12,34736,Open,Liability
C0003606,POL0030722,2022-09-12,40746,Open,Theft
C0003607,POL0003968,2023-04-04,29418,Closed,Liability
C0003608,POL0044163,2022-03-27,48086,Closed,Natural Disaster
C0003609,POL0019196,2024-05-02,35156,Closed,Fire
C0003610,POL0046548,2023-03-21,18356,Closed,Natural Disaster
C0003611,POL0063786,2021-10-08,8300,Open,Liability
C0003612,POL0008835,2023-06-26,31478,Closed,Natural Disaster
C0003613,POL0027796,2020-07-20,7413,Closed,Accident
C0003614,POL0045468,2023-10-24,42501,Pending,Theft
C0003615,POL0026490,2021-05-15,14634,Closed,Natural Disaster
C0003616,POL0041885,2019-09-23,35500,Closed,Natural Disaster
C0003617,POL0047156,2023-05-11,3336,Pending,Natural Disaster
C0003618,POL0030262,2022-09-08,24501,Open,Theft
C0003619,POL0019474,2024-03-03,16324,Open,Liability
C0003620,POL0001286,2020-09-26,15582,Open,Fire
C0003621,POL0046552,2023-11-09,46042,Open,Accident
C0003622,POL0002389,2023-04-18,23362,Open,Theft
C0003623,POL0018341,2020-06-13,21296,Pending,Theft
C0003624,POL0011857,2023-11-23,13219,Closed,Natural Disaster
C0003625,POL0047096,2022-09-30,43439,Open,Natural Disaster
C0003626,POL0064112,2020-10-23,8694,Pending,Liability
C0003627,POL0014667,2023-02-16,33031,Open,Natural Disaster
C0003628,POL0027274,2024-02-28,26956,Open,Fire
C0003629,POL0017672,2024-07-21,44081,Pending,Theft
C0003630,POL0045471,2022-08-10,10042,Open,Theft
C0003631,POL0017754,2022-11-25,46018,Closed,Theft
C0003632,POL0043290,2023-08-27,8997,Pending,Theft
C0003633,POL0051635,2019-08-28,10692,Closed,Natural Disaster
C0003634,POL0064250,2021-03-20,3437,Open,Fire
C0003635,POL0041804,2020-03-10,47333,Pending,Fire
C0003636,POL0003506,2023-11-16,44593,Closed,Natural Disaster
C0003637,POL0028549,2022-11-02,27171,Closed,Accident
C0003638,POL0028537,2023-07-05,11308,Open,Accident
C0003639,POL0046600,2020-08-21,9039,Open,Fire
C0003640,POL0052449,2020-09-19,43638,Pending,Fire
C0003641,POL0064753,2022-06-16,44089,Closed,Liability
C0003642,POL0030618,2020-08-01,15640,Pending,Theft
C0003643,POL0017371,2022-04-10,8650,Closed,Natural Disaster
C0003644,POL0043906,2024-02-04,31872,Pending,Theft
C0003645,POL0002742,2020-05-02,48633,Pending,Fire
C0003646,POL0040705,2021-02-14,41826,Pending,Fire
C0003647,POL0017869,2022-05-10,16711,Closed,Natural Disaster
C0003648,POL0007336,2020-06-26,30289,Closed,Natural Disaster
C0003649,POL0003144,2020-11-26,29584,Open,Liability
C0003650,POL0015627,2021-08-15,41331,Pending,Theft
C0003651,POL0062756,2021-02-11,1101,Open,Liability
C0003652,POL0061823,2022-09-25,38581,Pending,Accident
C0003653,POL0035085,2020-03-14,25665,Closed,Liability
C0003654,POL0036208,2024-08-13,48143,Open,Accident
C0003655,POL0019216,2019-12-06,1027,Open,Natural Disaster
C0003656,POL0043636,2024-02-04,22171,Open,Fire
C0003657,POL0041971,2020-05-01,48558,Closed,Fire
C0003658,POL0006513,2019-12-08,45115,Open,Natural Disaster
C0003659,POL0001163,2020-06-19,13118,Pending,Liability
C0003660,POL0042999,2020-02-23,1841,Closed,Accident
C0003661,POL0011786,2020-06-17,30242,Closed,Theft
C0003662,POL0034869,2023-08-25,4024,Closed,Theft
C0003663,POL0056139,2024-04-20,35613,Pending,Natural Disaster
C0003664,POL0042339,2020-09-25,26576,Pending,Fire
C0003665,POL0027520,2021-05-03,31538,Closed,Fire
C0003666,POL0041901,2020-08-15,14886,Closed,Fire
C0003667,POL0048114,2020-04-30,15279,Open,Theft
C0003668,POL0035885,2024-01-23,9395,Pending,Theft
C0003669,POL0038977,2022-02-04,14377,Closed,Fire
C0003670,POL0036337,2022-02-25,19063,Open,Liability
C0003671,POL0048840,2021-10-31,28869,Open,Theft
C0003672,POL0014114,2019-09-27,8723,Closed,Liability
C0003673,POL0024833,2023-10-22,12967,Closed,Natural Disaster
C0003674,POL0057829,2020-09-05,29412,Open,Accident
C0003675,POL0001723,2024-05-08,34054,Pending,Accident
C0003676,POL0061986,2020-01-30,34381,Open,Fire
C0003677,POL0007728,2023-07-02,16336,Pending,Fire
C0003678,POL0022034,2021-12-10,6068,Pending,Accident
C0003679,POL0043005,2024-06-24,7782,Open,Liability
C0003680,POL0022327,2020-10-31,34265,Pending,Theft
C0003681,POL0060273,2022-11-04,38225,Open,Accident
C0003682,POL0011394,2023-07-25,10996,Pending,Liability
C0003683,POL0034066,2021-06-03,34838,Pending,Fire
C0003684,POL0044708,2021-10-08,10450,Closed,Theft
C0003685,POL0024574,2023-06-30,15245,Closed,Fire
C0003686,POL0039791,2021-01-28,41848,Pending,Natural Disaster
C0003687,POL0034856,2020-06-11,27362,Pending,Liability
C0003688,POL0026721,2021-03-29,17480,Closed,Liability
C0003689,POL0045309,2021-12-13,30923,Pending,Fire
C0003690,POL0009483,2020-08-10,23805,Closed,Fire
C0003691,POL0060393,2022-10-27,32614,Open,Natural Disaster
C0003692,POL0060980,2023-01-30,45299,Closed,Fire
C0003693,POL0045672,2022-03-29,3926,Open,Accident
C0003694,POL0044565,2022-09-30,40671,Open,Liability
C0003695,POL0010050,2022-06-04,27303,Open,Fire
C0003696,POL0059052,2019-11-19,15533,Open,Theft
C0003697,POL0019429,2022-03-24,33508,Pending,Accident
C0003698,POL0031335,2021-01-25,4273,Open,Accident
C0003699,POL0024627,2022-12-26,17309,Pending,Liability
C0003700,POL0061660,2023-04-06,41373,Open,Liability
C0003701,POL0057800,2024-08-08,17015,Open,Liability
C0003702,POL0008854,2022-04-26,48601,Pending,Theft
C0003703,POL0057268,2020-01-06,32525,Closed,Accident
C0003704,POL0018422,2020-07-08,18036,Open,Fire
C0003705,POL0056355,2024-01-25,28444,Open,Natural Disaster
C0003706,POL0017787,2022-09-21,11258,Open,Natural Disaster
C0003707,POL0037852,2022-11-02,38935,Closed,Natural Disaster
C0003708,POL0017127,2023-11-27,43720,Open,Natural Disaster
C0003709,POL0018964,2023-04-21,28451,Open,Natural Disaster
C0003710,POL0032497,2020-12-18,46054,Closed,Fire
C0003711,POL0050076,2021-04-15,4703,Open,Liability
C0003712,POL0038848,2022-08-16,18409,Closed,Theft
C0003713,POL0027584,2019-10-30,32734,Pending,Theft
C0003714,POL0058620,2023-04-17,20009,Closed,Fire
C0003715,POL0042977,2023-07-23,11064,Closed,Natural Disaster
C0003716,POL0056374,2022-04-27,43540,Closed,Fire
C0003717,POL0046546,2023-02-16,5862,Pending,Accident
C0003718,POL0051287,2022-12-03,26909,Pending,Accident
C0003719,POL0021908,2022-04-25,43166,Open,Liability
C0003720,POL0024240,2022-03-24,14056,Closed,Liability
C0003721,POL0008927,2021-04-24,39530,Pending,Theft
C0003722,POL0052661,2020-07-12,7512,Open,Theft
C0003723,POL0057150,2023-04-05,19151,Pending,Fire
C0003724,POL0050853,2024-02-26,21459,Closed,Theft
C0003725,POL0055648,2023-01-16,25852,Closed,Accident
C0003726,POL0039018,2023-01-04,23158,Open,Theft
C0003727,POL0056278,2021-10-09,43239,Open,Fire
C0003728,POL0008526,2022-03-28,35279,Open,Accident
C0003729,POL0025319,2021-05-12,8945,Pending,Theft
C0003730,POL0027981,2022-01-19,38538,Open,Theft
C0003731,POL0049062,2022-10-03,27040,Open,Fire
C0003732,POL0028134,2020-10-23,18083,Closed,Accident
C0003733,POL0039962,2022-03-31,23320,Pending,Liability
C0003734,POL0029781,2024-06-19,5421,Open,Fire
C0003735,POL0009825,2021-01-27,24665,Open,Fire
C0003736,POL0057434,2024-07-11,16726,Open,Natural Disaster
C0003737,POL0012835,2020-03-30,9985,Closed,Accident
C0003738,POL0027840,2020-03-15,43861,Pending,Liability
C0003739,POL0009855,2024-06-07,3041,Closed,Accident
C0003740,POL0052281,2021-10-01,10198,Pending,Fire
C0003741,POL0063528,2020-08-20,24479,Open,Natural Disaster
C0003742,POL0006374,2019-09-12,4946,Closed,Accident
C0003743,POL0030982,2021-08-14,37607,Closed,Liability
C0003744,POL0036644,2020-07-18,7820,Pending,Natural Disaster
C0003745,POL0032651,2019-11-29,15547,Open,Theft
C0003746,POL0031741,2024-02-09,28659,Open,Fire
C0003747,POL0031664,2020-11-18,16543,Pending,Fire
C0003748,POL0047907,2024-04-17,29846,Pending,Liability
C0003749,POL0052692,2021-04-03,30884,Closed,Theft
C0003750,POL0012553,2022-07-01,47715,Pending,Liability
C0003751,POL0048300,2022-01-29,25096,Open,Fire
C0003752,POL0017045,2019-08-27,37676,Open,Fire
C0003753,POL0028773,2023-02-26,26215,Open,Fire
C0003754,POL0029832,2020-01-18,26556,Pending,Liability
C0003755,POL0057609,2022-07-14,26344,Pending,Natural Disaster
C0003756,POL0041167,2020-11-18,11251,Closed,Fire
C0003757,POL0063288,2022-05-10,43355,Closed,Accident
C0003758,POL0047308,2021-05-26,48960,Pending,Fire
C0003759,POL0050992,2023-02-21,4197,Closed,Natural Disaster
C0003760,POL0037731,2021-10-12,14358,Closed,Accident
C0003761,POL0045460,2024-07-13,10156,Open,Liability
C0003762,POL0020664,2021-09-03,10106,Open,Liability
C0003763,POL0008239,2021-03-31,29930,Open,Liability
C0003764,POL0038717,2023-02-11,35210,Open,Theft
C0003765,POL0024308,2022-08-01,46532,Open,Accident
C0003766,POL0008996,2020-06-24,28105,Pending,Fire
C0003767,POL0010162,2020-01-26,30572,Open,Natural Disaster
C0003768,POL0041966,2021-11-20,19542,Closed,Liability
C0003769,POL0026378,2019-10-28,25338,Pending,Fire
C0003770,POL0026091,2023-12-19,2609,Closed,Theft
C0003771,POL0035169,2022-10-25,22288,Pending,Accident
C0003772,POL0026306,2021-04-15,13577,Pending,Theft
C0003773,POL0064783,2020-07-14,12185,Closed,Natural Disaster
C0003774,POL0004363,2024-07-21,22232,Open,Liability
C0003775,POL0011842,2019-11-26,33007,Pending,Fire
C0003776,POL0046200,2024-07-18,36819,Closed,Liability
C0003777,POL0048978,2022-06-17,12592,Closed,Fire
C0003778,POL0035576,2024-08-03,42810,Pending,Natural Disaster
C0003779,POL0035191,2022-12-27,18083,Open,Theft
C0003780,POL0014925,2021-11-13,47745,Pending,Liability
C0003781,POL0028204,2023-08-23,36042,Open,Natural Disaster
C0003782,POL0021827,2020-02-05,23298,Closed,Liability
C0003783,POL0049009,2021-01-11,23924,Closed,Theft
C0003784,POL0025033,2020-11-14,18943,Pending,Accident
C0003785,POL0050575,2022-01-27,16484,Closed,Theft
C0003786,POL0047988,2019-12-15,43486,Closed,Natural Disaster
C0003787,POL0006847,2022-09-11,7276,Closed,Theft
C0003788,POL0051206,2022-03-16,1334,Open,Theft
C0003789,POL0004756,2022-06-29,48036,Open,Accident
C0003790,POL0003199,2022-01-16,11510,Pending,Accident
C0003791,POL0058741,2021-05-20,16069,Open,Theft
C0003792,POL0048424,2024-06-24,27298,Closed,Natural Disaster
C0003793,POL0051777,2019-11-29,24128,Closed,Natural Disaster
C0003794,POL0003779,2020-09-06,19190,Closed,Fire
C0003795,POL0033729,2020-05-12,21406,Open,Liability
C0003796,POL0023597,2022-06-26,5000,Closed,Natural Disaster
C0003797,POL0056307,2022-03-25,11944,Pending,Liability
C0003798,POL0028464,2021-11-14,39124,Open,Liability
C0003799,POL0017800,2024-07-25,1099,Pending,Theft
C0003800,POL0026151,2020-10-04,29512,Open,Theft
C0003801,POL0002719,2021-09-30,46990,Closed,Liability
C0003802,POL0025301,2023-12-07,5031,Open,Fire
C0003803,POL0041062,2022-02-02,13092,Pending,Fire
C0003804,POL0002097,2019-12-17,6796,Pending,Natural Disaster
C0003805,POL0060126,2022-06-26,49680,Closed,Fire
C0003806,POL0063102,2022-10-22,32714,Open,Natural Disaster
C0003807,POL0007165,2023-06-18,5120,Open,Fire
C0003808,POL0017029,2022-10-21,30790,Pending,Liability
C0003809,POL0051351,2020-01-04,3671,Pending,Liability
C0003810,POL0057871,2020-12-28,37939,Closed,Liability
C0003811,POL0011082,2020-04-17,14592,Closed,Liability
C0003812,POL0049958,2020-11-25,14658,Pending,Fire
C0003813,POL0038929,2023-03-08,2864,Closed,Natural Disaster
C0003814,POL0060373,2020-11-16,16304,Open,Accident
C0003815,POL0023683,2023-04-28,45766,Closed,Accident
C0003816,POL0017504,2022-02-08,10938,Pending,Liability
C0003817,POL0044638,2023-02-15,24646,Pending,Liability
C0003818,POL0024992,2022-10-12,37336,Closed,Theft
C0003819,POL0045375,2021-07-18,1114,Open,Natural Disaster
C0003820,POL0048888,2019-08-28,5335,Open,Accident
C0003821,POL0015224,2020-04-27,45394,Open,Natural Disaster
C0003822,POL0002755,2021-02-28,14494,Open,Accident
C0003823,POL0035065,2020-05-15,45909,Pending,Natural Disaster
C0003824,POL0022608,2021-12-16,13579,Open,Theft
C0003825,POL0052386,2020-11-15,30842,Closed,Theft
C0003826,POL0032307,2024-02-10,1591,Pending,Natural Disaster
C0003827,POL0031494,2023-06-10,6023,Pending,Natural Disaster
C0003828,POL0062505,2024-03-13,3663,Closed,Natural Disaster
C0003829,POL0022728,2020-05-24,36558,Open,Liability
C0003830,POL0035140,2023-01-28,21796,Open,Theft
C0003831,POL0061761,2022-08-07,32137,Open,Liability
C0003832,POL0008204,2024-03-27,34386,Closed,Theft
C0003833,POL0002204,2020-03-09,39381,Pending,Fire
C0003834,POL0031200,2021-01-26,24128,Open,Accident
C0003835,POL0047218,2022-08-28,21188,Open,Fire
C0003836,POL0032342,2021-06-18,1693,Closed,Fire
C0003837,POL0013855,2023-02-03,12317,Open,Accident
C0003838,POL0043251,2019-10-15,48448,Open,Natural Disaster
C0003839,POL0000129,2024-03-27,21428,Pending,Natural Disaster
C0003840,POL0020824,2020-05-16,33256,Open,Liability
C0003841,POL0042330,2019-10-17,17911,Open,Fire
C0003842,POL0042116,2021-03-10,44252,Pending,Liability
C0003843,POL0044508,2020-05-25,27620,Pending,Natural Disaster
C0003844,POL0017012,2023-09-06,41641,Open,Accident
C0003845,POL0000920,2021-03-17,23592,Pending,Accident
C0003846,POL0035761,2019-10-18,1842,Pending,Theft
C0003847,POL0030377,2024-07-14,24038,Open,Natural Disaster
C0003848,POL0051036,2023-12-30,27469,Closed,Liability
C0003849,POL0031598,2020-07-05,37300,Open,Fire
C0003850,POL0056690,2020-12-26,6167,Closed,Natural Disaster
C0003851,POL0020418,2020-11-19,48893,Open,Theft
C0003852,POL0021994,2024-07-16,29085,Closed,Theft
C0003853,POL0033063,2023-06-18,8083,Closed,Fire
C0003854,POL0063064,2020-10-25,3940,Closed,Fire
C0003855,POL0000123,2023-12-23,37045,Closed,Theft
C0003856,POL0058851,2021-06-24,23724,Open,Theft
C0003857,POL0040289,2022-04-30,6493,Open,Theft
C0003858,POL0011565,2023-10-04,10674,Pending,Accident
C0003859,POL0021289,2023-12-24,22972,Closed,Fire
C0003860,POL0026162,2021-12-27,31666,Pending,Theft
C0003861,POL0048015,2020-08-07,44989,Closed,Fire
C0003862,POL0005144,2021-10-19,34881,Open,Theft
C0003863,POL0011511,2019-11-18,26680,Closed,Liability
C0003864,POL0032559,2022-12-24,48382,Open,Natural Disaster
C0003865,POL0043917,2020-05-24,8067,Pending,Accident
C0003866,POL0040047,2020-05-18,37133,Open,Natural Disaster
C0003867,POL0028207,2019-08-31,19181,Closed,Liability
C0003868,POL0031264,2023-07-24,21415,Open,Theft
C0003869,POL0064444,2024-01-28,14662,Closed,Natural Disaster
C0003870,POL0047487,2022-01-03,13349,Open,Liability
C0003871,POL0000158,2020-06-14,7204,Open,Theft
C0003872,POL0014885,2022-03-21,29270,Open,Liability
C0003873,POL0031175,2021-12-15,6913,Pending,Liability
C0003874,POL0015935,2022-06-24,6559,Closed,Theft
C0003875,POL0018767,2022-10-07,32540,Pending,Natural Disaster
C0003876,POL0004343,2023-10-12,40019,Pending,Accident
C0003877,POL0033844,2021-09-04,40004,Pending,Theft
C0003878,POL0002531,2020-12-08,26458,Closed,Theft
C0003879,POL0064703,2024-04-24,35587,Closed,Accident
C0003880,POL0039290,2024-08-05,28373,Closed,Liability
C0003881,POL0026757,2024-01-20,4101,Closed,Liability
C0003882,POL0049080,2023-05-11,41794,Pending,Accident
C0003883,POL0011194,2021-12-29,41055,Closed,Natural Disaster
C0003884,POL0006909,2022-09-19,4683,Pending,Fire
C0003885,POL0049507,2021-04-30,49241,Closed,Fire
C0003886,POL0042245,2021-12-20,47693,Open,Natural Disaster
C0003887,POL0029896,2022-06-06,41575,Closed,Theft
C0003888,POL0056203,2023-09-08,41442,Pending,Theft
C0003889,POL0002388,2021-01-08,16482,Open,Liability
C0003890,POL0032724,2022-06-20,12622,Pending,Fire
C0003891,POL0027788,2024-07-31,9923,Closed,Accident
C0003892,POL0055116,2020-04-12,43266,Open,Fire
C0003893,POL0046951,2020-12-02,30133,Closed,Accident
C0003894,POL0034057,2020-04-03,3614,Closed,Accident
C0003895,POL0022868,2021-03-30,18543,Open,Fire
C0003896,POL0053824,2021-07-05,18604,Closed,Liability
C0003897,POL0049392,2021-10-26,5003,Closed,Liability
C0003898,POL0032731,2023-02-18,38300,Open,Accident
C0003899,POL0046500,2021-02-13,39010,Pending,Liability
C0003900,POL0023294,2024-05-17,28211,Closed,Liability
C0003901,POL0019117,2023-06-22,41068,Closed,Accident
C0003902,POL0046247,2021-12-08,30437,Closed,Liability
C0003903,POL0020687,2022-02-23,3485,Closed,Fire
C0003904,POL0014379,2020-12-18,23997,Pending,Natural Disaster
C0003905,POL0010057,2021-01-11,41359,Pending,Natural Disaster
C0003906,POL0009712,2024-02-24,44624,Pending,Theft
C0003907,POL0046675,2022-09-27,44938,Closed,Accident
C0003908,POL0051723,2022-03-23,32540,Open,Natural Disaster
C0003909,POL0039904,2022-04-12,31106,Closed,Liability
C0003910,POL0054498,2024-08-05,31706,Closed,Liability
C0003911,POL0055620,2022-03-02,17542,Open,Liability
C0003912,POL0003811,2023-03-24,26908,Pending,Accident
C0003913,POL0008195,2023-08-25,34351,Closed,Accident
C0003914,POL0023681,2022-03-19,16240,Closed,Theft
C0003915,POL0022753,2022-10-08,33668,Open,Natural Disaster
C0003916,POL0024970,2023-10-06,23562,Pending,Theft
C0003917,POL0036118,2023-10-17,26036,Pending,Liability
C0003918,POL0012152,2024-03-21,36406,Pending,Natural Disaster
C0003919,POL0018138,2020-07-07,14090,Closed,Theft
C0003920,POL0016922,2022-11-16,13767,Open,Natural Disaster
C0003921,POL0012013,2024-04-30,24652,Closed,Natural Disaster
C0003922,POL0035406,2023-10-07,26684,Pending,Fire
C0003923,POL0009820,2021-09-22,31024,Closed,Liability
C0003924,POL0038738,2023-02-21,35366,Pending,Liability
C0003925,POL0014161,2022-07-22,19555,Open,Fire
C0003926,POL0029542,2019-10-23,23252,Open,Liability
C0003927,POL0063568,2020-07-15,24306,Open,Natural Disaster
C0003928,POL0037453,2019-11-18,25969,Closed,Theft
C0003929,POL0009143,2020-10-02,12268,Closed,Fire
C0003930,POL0012105,2022-02-08,20339,Open,Fire
C0003931,POL0035895,2020-10-05,35123,Open,Theft
C0003932,POL0038792,2024-06-18,27849,Pending,Theft
C0003933,POL0030143,2019-08-25,44439,Pending,Natural Disaster
C0003934,POL0062484,2020-11-28,36666,Open,Fire
C0003935,POL0000882,2020-06-10,15126,Open,Theft
C0003936,POL0009004,2021-06-07,5778,Pending,Theft
C0003937,POL0003851,2023-09-08,19409,Closed,Natural Disaster
C0003938,POL0039895,2022-09-13,23276,Open,Fire
C0003939,POL0011159,2024-05-28,39832,Open,Natural Disaster
C0003940,POL0028386,2021-01-20,43949,Pending,Liability
C0003941,POL0012491,2020-11-05,25280,Pending,Accident
C0003942,POL0057135,2023-12-17,5139,Open,Fire
C0003943,POL0028243,2020-07-07,35795,Pending,Theft
C0003944,POL0032947,2022-11-11,27831,Open,Natural Disaster
C0003945,POL0000988,2022-08-16,40877,Pending,Natural Disaster
C0003946,POL0034504,2024-03-19,10836,Closed,Liability
C0003947,POL0019661,2023-10-23,44476,Closed,Liability
C0003948,POL0044474,2022-07-02,35195,Closed,Theft
C0003949,POL0022372,2019-09-02,21801,Open,Theft
C0003950,POL0010843,2022-08-01,27362,Closed,Accident
C0003951,POL0055475,2024-01-26,34482,Open,Fire
C0003952,POL0035341,2020-01-14,29601,Open,Fire
C0003953,POL0037768,2021-09-18,23558,Open,Liability
C0003954,POL0021244,2024-05-17,45254,Closed,Accident
C0003955,POL0028817,2023-05-13,35403,Open,Fire
C0003956,POL0034808,2024-05-13,43690,Open,Fire
C0003957,POL0062450,2021-12-17,33847,Closed,Accident
C0003958,POL0031473,2022-12-23,1865,Closed,Liability
C0003959,POL0016495,2022-05-21,42685,Pending,Theft
C0003960,POL0030006,2019-10-14,39315,Open,Liability
C0003961,POL0024084,2022-03-03,46895,Pending,Natural Disaster
C0003962,POL0044134,2023-11-07,16473,Closed,Liability
C0003963,POL0041710,2020-07-19,37639,Closed,Fire
C0003964,POL0015047,2022-07-11,12457,Open,Accident
C0003965,POL0033272,2020-07-30,9858,Pending,Accident
C0003966,POL0051085,2021-10-21,11645,Pending,Accident
C0003967,POL0023788,2024-01-20,21532,Pending,Fire
C0003968,POL0031711,2022-05-05,16925,Pending,Theft
C0003969,POL0001160,2022-09-24,24607,Pending,Theft
C0003970,POL0030037,2021-12-05,16688,Open,Natural Disaster
C0003971,POL0018169,2021-01-05,31438,Open,Natural Disaster
C0003972,POL0060112,2021-04-03,27683,Open,Accident
C0003973,POL0008008,2020-12-09,26637,Closed,Theft
C0003974,POL0046799,2023-11-16,28435,Pending,Liability
C0003975,POL0059396,2023-09-06,14678,Pending,Liability
C0003976,POL0060678,2024-04-11,9586,Closed,Accident
C0003977,POL0040206,2024-05-23,32240,Closed,Liability
C0003978,POL0058888,2021-01-12,49237,Pending,Theft
C0003979,POL0037338,2020-03-14,9314,Closed,Liability
C0003980,POL0014880,2021-12-11,39071,Open,Natural Disaster
C0003981,POL0045278,2022-07-31,36057,Closed,Accident
C0003982,POL0064961,2020-08-09,21418,Pending,Accident
C0003983,POL0022103,2022-03-15,26451,Closed,Natural Disaster
C0003984,POL0000518,2023-05-23,49303,Pending,Natural Disaster
C0003985,POL0022465,2022-07-15,37821,Open,Liability
C0003986,POL0043546,2023-09-24,39472,Open,Theft
C0003987,POL0031962,2020-09-30,45144,Closed,Natural Disaster
C0003988,POL0000785,2021-11-10,5327,Closed,Accident
C0003989,POL0009994,2021-06-22,45934,Pending,Liability
C0003990,POL0058172,2024-04-16,30602,Closed,Liability
C0003991,POL0049911,2022-09-08,48085,Open,Theft
C0003992,POL0036568,2024-01-12,30582,Open,Liability
C0003993,POL0045448,2023-08-06,17368,Pending,Natural Disaster
C0003994,POL0002448,2024-06-17,34540,Pending,Natural Disaster
C0003995,POL0036403,2022-12-14,46031,Closed,Accident
C0003996,POL0054453,2019-10-04,28295,Closed,Liability
C0003997,POL0014277,2023-08-18,34504,Pending,Theft
C0003998,POL0053202,2022-07-04,32788,Pending,Fire
C0003999,POL0051177,2019-11-08,21090,Pending,Theft
C0004000,POL0037839,2024-03-07,34688,Pending,Theft
C0004001,POL0006836,2020-02-18,41134,Closed,Natural Disaster
C0004002,POL0061483,2020-08-23,34312,Open,Theft
C0004003,POL0001415,2023-08-01,37970,Open,Natural Disaster
C0004004,POL0052009,2019-12-30,21730,Open,Theft
C0004005,POL0006211,2020-07-19,34765,Closed,Theft
C0004006,POL0013541,2022-07-10,40510,Closed,Natural Disaster
C0004007,POL0025006,2023-12-11,11256,Closed,Theft
C0004008,POL0036182,2022-11-12,20169,Closed,Accident
C0004009,POL0010718,2024-04-12,46637,Closed,Natural Disaster
C0004010,POL0044169,2020-03-08,19108,Closed,Liability
C0004011,POL0060021,2022-11-19,8815,Open,Accident
C0004012,POL0003244,2021-02-15,4450,Open,Theft
C0004013,POL0016532,2021-04-24,48942,Closed,Theft
C0004014,POL0032947,2022-08-01,7438,Pending,Natural Disaster
C0004015,POL0057808,2020-04-30,21354,Pending,Liability
C0004016,POL0056268,2023-10-21,11629,Pending,Liability
C0004017,POL0021105,2022-04-04,14266,Open,Accident
C0004018,POL0008877,2020-05-17,1130,Pending,Natural Disaster
C0004019,POL0063499,2024-01-22,20621,Pending,Accident
C0004020,POL0005712,2024-08-10,48747,Open,Liability
C0004021,POL0006848,2020-03-02,34694,Pending,Liability
C0004022,POL0057441,2020-10-30,9943,Pending,Natural Disaster
C0004023,POL0012871,2021-11-08,14172,Open,Fire
C0004024,POL0030734,2019-10-14,30040,Open,Theft
C0004025,POL0033274,2023-06-26,33510,Closed,Fire
C0004026,POL0063435,2022-01-25,13104,Open,Liability
C0004027,POL0012495,2021-04-03,44032,Closed,Accident
C0004028,POL0013489,2022-01-13,11995,Closed,Fire
C0004029,POL0052987,2022-10-30,15989,Pending,Liability
C0004030,POL0008778,2022-06-28,36053,Closed,Fire
C0004031,POL0059988,2020-11-21,4312,Closed,Natural Disaster
C0004032,POL0053679,2021-10-30,41521,Closed,Accident
C0004033,POL0051209,2021-07-12,17806,Closed,Theft
C0004034,POL0063112,2024-01-13,30084,Open,Accident
C0004035,POL0055343,2022-07-08,13127,Closed,Fire
C0004036,POL0049175,2021-01-07,26013,Open,Accident
C0004037,POL0025234,2021-05-09,39509,Open,Fire
C0004038,POL0060499,2021-07-31,31673,Pending,Theft
C0004039,POL0050484,2020-05-09,42827,Closed,Theft
