PremiumID,PolicyID,PremiumAmount,CommissionAmount
POL0029689,POL0029689,800,56
POL0029690,POL0029690,1501,300.2
POL0029691,POL0029691,12406,992.48
POL0029692,POL0029692,93316,17730.04
POL0029693,POL0029693,1645,180.95
POL0029694,POL0029694,2677,374.78
POL0029695,POL0029695,368480,55272
POL0029696,POL0029696,2000,260
POL0029697,POL0029697,1095,219
POL0029698,POL0029698,44002,4400.2
POL0029699,POL0029699,1866,130.62
POL0029700,POL0029700,3380,676
POL0029701,POL0029701,324,45.36
POL0029702,POL0029702,1124,134.88
POL0029703,POL0029703,24025,2883
POL0029704,POL0029704,368,40.48
POL0029705,POL0029705,4030,443.3
POL0029706,POL0029706,25599,2815.89
POL0029707,POL0029707,774,147.06
POL0029708,POL0029708,1039,83.12
POL0029709,POL0029709,25824,2840.64
POL0029710,POL0029710,4104,820.8
POL0029711,POL0029711,4465,535.8
POL0029712,POL0029712,6088,1156.72
POL0029713,POL0029713,14142,2262.72
POL0029714,POL0029714,7100,639
POL0029715,POL0029715,1369,246.42
POL0029716,POL0029716,4564,456.4
POL0029717,POL0029717,20752,2905.28
POL0029718,POL0029718,79,13.43
POL0029719,POL0029719,2509,426.53
POL0029720,POL0029720,10677,1601.55
POL0029721,POL0029721,5845,526.05
POL0029722,POL0029722,459,50.49
POL0029723,POL0029723,126788,12678.8
POL0029724,POL0029724,2765,331.8
POL0029725,POL0029725,1225,73.5
POL0029726,POL0029726,45619,7299.04
POL0029727,POL0029727,2885,577
POL0029728,POL0029728,3968,277.76
POL0029729,POL0029729,1329,186.06
POL0029730,POL0029730,3831,268.17
POL0029731,POL0029731,7752,1240.32
POL0029732,POL0029732,9984,499.2
POL0029733,POL0029733,2586,439.62
POL0029734,POL0029734,16426,2792.42
POL0029735,POL0029735,3814,686.52
POL0029736,POL0029736,109,11.99
POL0029737,POL0029737,10395,519.75
POL0029738,POL0029738,878,131.7
POL0029739,POL0029739,20947,2723.11
POL0029740,POL0029740,21567,2588.04
POL0029741,POL0029741,2702,432.32
POL0029742,POL0029742,7161,1360.59
POL0029743,POL0029743,3859,270.13
POL0029744,POL0029744,966,135.24
POL0029745,POL0029745,3229,581.22
POL0029746,POL0029746,5191,674.83
POL0029747,POL0029747,9428,754.24
POL0029748,POL0029748,4143,745.74
POL0029749,POL0029749,460,73.6
POL0029750,POL0029750,15389,2616.13
POL0029751,POL0029751,2942,382.46
POL0029752,POL0029752,459,64.26
POL0029753,POL0029753,10724,1072.4
POL0029754,POL0029754,58636,4104.52
POL0029755,POL0029755,5420,433.6
POL0029756,POL0029756,10611,1697.76
POL0029757,POL0029757,791,118.65
POL0029758,POL0029758,12632,2021.12
POL0029759,POL0029759,1718,343.6
POL0029760,POL0029760,1324,66.2
POL0029761,POL0029761,1927,134.89
POL0029762,POL0029762,86825,4341.25
POL0029763,POL0029763,686,41.16
POL0029764,POL0029764,15946,2391.9
POL0029765,POL0029765,2219,177.52
POL0029766,POL0029766,1717,343.4
POL0029767,POL0029767,1242,111.78
POL0029768,POL0029768,1196,179.4
POL0029769,POL0029769,31787,6039.53
POL0029770,POL0029770,8134,406.7
POL0029771,POL0029771,1576,315.2
POL0029772,POL0029772,25990,3378.7
POL0029773,POL0029773,5433,814.95
POL0029774,POL0029774,5336,747.04
POL0029775,POL0029775,6610,462.7
POL0029776,POL0029776,1897,151.76
POL0029777,POL0029777,55965,5036.85
POL0029778,POL0029778,13975,2236
POL0029779,POL0029779,21295,3620.15
POL0029780,POL0029780,9967,1495.05
POL0029781,POL0029781,3122,312.2
POL0029782,POL0029782,15204,2280.6
POL0029783,POL0029783,148120,20736.8
POL0029784,POL0029784,746,89.52
POL0029785,POL0029785,905,181
POL0029786,POL0029786,1382,179.66
POL0029787,POL0029787,55754,5575.4
POL0029788,POL0029788,5490,384.3
POL0029789,POL0029789,6865,411.9
POL0029790,POL0029790,1371,274.2
POL0029791,POL0029791,5706,456.48
POL0029792,POL0029792,25472,2801.92
POL0029793,POL0029793,277984,50037.12
POL0029794,POL0029794,533,101.27
POL0029795,POL0029795,528,100.32
POL0029796,POL0029796,299320,38911.6
POL0029797,POL0029797,9907,1981.4
POL0029798,POL0029798,13745,2474.1
POL0029799,POL0029799,1078,183.26
POL0029800,POL0029800,34222,1711.1
POL0029801,POL0029801,1624,97.44
POL0029802,POL0029802,97955,12734.15
POL0029803,POL0029803,4991,299.46
POL0029804,POL0029804,18922,3027.52
POL0029805,POL0029805,1719,103.14
POL0029806,POL0029806,15171,2123.94
POL0029807,POL0029807,1969,275.66
POL0029808,POL0029808,1601,96.06
POL0029809,POL0029809,19334,2126.74
POL0029810,POL0029810,10797,1079.7
POL0029811,POL0029811,1685,320.15
POL0029812,POL0029812,2001,140.07
POL0029813,POL0029813,11001,2200.2
POL0029814,POL0029814,14934,746.7
POL0029815,POL0029815,14984,2697.12
POL0029816,POL0029816,8533,853.3
POL0029817,POL0029817,41154,3292.32
POL0029818,POL0029818,8340,1167.6
POL0029819,POL0029819,9412,752.96
POL0029820,POL0029820,81595,15503.05
POL0029821,POL0029821,62696,6269.6
POL0029822,POL0029822,1824,328.32
POL0029823,POL0029823,5424,813.6
POL0029824,POL0029824,269,43.04
POL0029825,POL0029825,344120,41294.4
POL0029826,POL0029826,18306,2562.84
POL0029827,POL0029827,6212,1056.04
POL0029828,POL0029828,1708,341.6
POL0029829,POL0029829,764,61.12
POL0029830,POL0029830,11431,2057.58
POL0029831,POL0029831,15157,3031.4
POL0029832,POL0029832,1753,87.65
POL0029833,POL0029833,24794,1239.7
POL0029834,POL0029834,14699,1175.92
POL0029835,POL0029835,1036,62.16
POL0029836,POL0029836,6302,1197.38
POL0029837,POL0029837,812,121.8
POL0029838,POL0029838,1641,213.33
POL0029839,POL0029839,55409,2770.45
POL0029840,POL0029840,2035,244.2
POL0029841,POL0029841,537,85.92
POL0029842,POL0029842,138984,15288.24
POL0029843,POL0029843,6533,914.62
POL0029844,POL0029844,11614,1509.82
POL0029845,POL0029845,4075,448.25
POL0029846,POL0029846,1237,123.7
POL0029847,POL0029847,15008,2401.28
POL0029848,POL0029848,1282,76.92
POL0029849,POL0029849,26586,1595.16
POL0029850,POL0029850,1838,202.18
POL0029851,POL0029851,8646,605.22
POL0029852,POL0029852,3248,324.8
POL0029853,POL0029853,46627,7926.59
POL0029854,POL0029854,9555,1624.35
POL0029855,POL0029855,31605,5688.9
POL0029856,POL0029856,1847,313.99
POL0029857,POL0029857,1472,294.4
POL0029858,POL0029858,1702,238.28
POL0029859,POL0029859,1418,255.24
POL0029860,POL0029860,302,45.3
POL0029861,POL0029861,21397,1069.85
POL0029862,POL0029862,6424,513.92
POL0029863,POL0029863,37784,5289.76
POL0029864,POL0029864,1965,196.5
POL0029865,POL0029865,12558,879.06
POL0029866,POL0029866,569,113.8
POL0029867,POL0029867,2417,241.7
POL0029868,POL0029868,852,144.84
POL0029869,POL0029869,133,21.28
POL0029870,POL0029870,15216,1978.08
POL0029871,POL0029871,6875,1237.5
POL0029872,POL0029872,3712,593.92
POL0029873,POL0029873,1886,94.3
POL0029874,POL0029874,3990,558.6
POL0029875,POL0029875,3173,602.87
POL0029876,POL0029876,36299,6170.83
POL0029877,POL0029877,791,126.56
POL0029878,POL0029878,2341,117.05
POL0029879,POL0029879,15004,1350.36
POL0029880,POL0029880,41091,5752.74
POL0029881,POL0029881,2391,334.74
POL0029882,POL0029882,3898,428.78
POL0029883,POL0029883,37152,2972.16
POL0029884,POL0029884,1697,101.82
POL0029885,POL0029885,6919,484.33
POL0029886,POL0029886,18351,2752.65
POL0029887,POL0029887,117,9.36
POL0029888,POL0029888,2294,229.4
POL0029889,POL0029889,189,34.02
POL0029890,POL0029890,1260,201.6
POL0029891,POL0029891,43271,6490.65
POL0029892,POL0029892,2589,491.91
POL0029893,POL0029893,3049,457.35
POL0029894,POL0029894,2344,210.96
POL0029895,POL0029895,3879,543.06
POL0029896,POL0029896,4214,463.54
POL0029897,POL0029897,985,157.6
POL0029898,POL0029898,2194,109.7
POL0029899,POL0029899,22074,1324.44
POL0029900,POL0029900,4632,555.84
POL0029901,POL0029901,128243,20518.88
POL0029902,POL0029902,653,65.3
POL0029903,POL0029903,6380,701.8
POL0029904,POL0029904,8624,1121.12
POL0029905,POL0029905,4689,281.34
POL0029906,POL0029906,1839,367.8
POL0029907,POL0029907,2096,293.44
POL0029908,POL0029908,1559,311.8
POL0029909,POL0029909,78672,8653.92
POL0029910,POL0029910,163,22.82
POL0029911,POL0029911,1495,194.35
POL0029912,POL0029912,31570,4419.8
POL0029913,POL0029913,95204,8568.36
POL0029914,POL0029914,2742,356.46
POL0029915,POL0029915,5434,271.7
POL0029916,POL0029916,2594,285.34
POL0029917,POL0029917,2646,158.76
POL0029918,POL0029918,6092,1157.48
POL0029919,POL0029919,1633,310.27
POL0029920,POL0029920,16556,2152.28
POL0029921,POL0029921,7051,846.12
POL0029922,POL0029922,10642,744.94
POL0029923,POL0029923,5178,310.68
POL0029924,POL0029924,33107,1655.35
POL0029925,POL0029925,2583,206.64
POL0029926,POL0029926,4695,469.5
POL0029927,POL0029927,3347,401.64
POL0029928,POL0029928,9915,1586.4
POL0029929,POL0029929,9545,1909
POL0029930,POL0029930,93300,15861
POL0029931,POL0029931,1698,271.68
POL0029932,POL0029932,2517,226.53
POL0029933,POL0029933,13193,791.58
POL0029934,POL0029934,1215,133.65
POL0029935,POL0029935,11560,1849.6
POL0029936,POL0029936,845,152.1
POL0029937,POL0029937,3623,362.3
POL0029938,POL0029938,8748,699.84
POL0029939,POL0029939,30076,6015.2
POL0029940,POL0029940,7401,888.12
POL0029941,POL0029941,16727,1839.97
POL0029942,POL0029942,160,12.8
POL0029943,POL0029943,35241,5286.15
POL0029944,POL0029944,653,117.54
POL0029945,POL0029945,10304,721.28
POL0029946,POL0029946,7329,1245.93
POL0029947,POL0029947,2620,209.6
POL0029948,POL0029948,46698,7938.66
POL0029949,POL0029949,58632,8794.8
POL0029950,POL0029950,1752,297.84
POL0029951,POL0029951,808,48.48
POL0029952,POL0029952,20976,1678.08
POL0029953,POL0029953,5284,686.92
POL0029954,POL0029954,2938,411.32
POL0029955,POL0029955,11724,1758.6
POL0029956,POL0029956,1280,166.4
POL0029957,POL0029957,16629,2660.64
POL0029958,POL0029958,1422,270.18
POL0029959,POL0029959,1125,202.5
POL0029960,POL0029960,4130,454.3
POL0029961,POL0029961,1963,353.34
POL0029962,POL0029962,29575,1774.5
POL0029963,POL0029963,5961,774.93
POL0029964,POL0029964,951,152.16
POL0029965,POL0029965,369,62.73
POL0029966,POL0029966,235,32.9
POL0029967,POL0029967,47628,9525.6
POL0029968,POL0029968,976,126.88
POL0029969,POL0029969,4029,241.74
POL0029970,POL0029970,2706,514.14
POL0029971,POL0029971,52208,4176.64
POL0029972,POL0029972,2803,532.57
POL0029973,POL0029973,14280,2427.6
POL0029974,POL0029974,17248,1207.36
POL0029975,POL0029975,2680,536
POL0029976,POL0029976,311,37.32
POL0029977,POL0029977,145096,21764.4
POL0029978,POL0029978,14557,2620.26
POL0029979,POL0029979,1359,122.31
POL0029980,POL0029980,2418,411.06
POL0029981,POL0029981,4808,865.44
POL0029982,POL0029982,16189,2590.24
POL0029983,POL0029983,2726,327.12
POL0029984,POL0029984,448,58.24
POL0029985,POL0029985,11346,2155.74
POL0029986,POL0029986,12846,1284.6
POL0029987,POL0029987,53872,8080.8
POL0029988,POL0029988,1176,94.08
POL0029989,POL0029989,2525,328.25
POL0029990,POL0029990,205016,10250.8
POL0029991,POL0029991,6778,813.36
POL0029992,POL0029992,1597,303.43
POL0029993,POL0029993,5684,341.04
POL0029994,POL0029994,21200,1484
POL0029995,POL0029995,8637,604.59
POL0029996,POL0029996,2180,109
POL0029997,POL0029997,19034,1522.72
POL0029998,POL0029998,14640,1903.2
POL0029999,POL0029999,2138,171.04
POL0030000,POL0030000,754,60.32
POL0030001,POL0030001,2613,365.82
POL0030002,POL0030002,15807,2687.19
POL0030003,POL0030003,1894,340.92
POL0030004,POL0030004,6620,794.4
POL0030005,POL0030005,15943,1434.87
POL0030006,POL0030006,3662,329.58
POL0030007,POL0030007,4327,216.35
POL0030008,POL0030008,1756,175.6
POL0030009,POL0030009,2092,146.44
POL0030010,POL0030010,24541,2944.92
POL0030011,POL0030011,16685,1668.5
POL0030012,POL0030012,28218,4514.88
POL0030013,POL0030013,3449,482.86
POL0030014,POL0030014,287,51.66
POL0030015,POL0030015,1108,188.36
POL0030016,POL0030016,19138,1722.42
POL0030017,POL0030017,552,60.72
POL0030018,POL0030018,289,28.9
POL0030019,POL0030019,15204,2280.6
POL0030020,POL0030020,1196,95.68
POL0030021,POL0030021,1978,375.82
POL0030022,POL0030022,245840,39334.4
POL0030023,POL0030023,15815,1265.2
POL0030024,POL0030024,1088,152.32
POL0030025,POL0030025,9248,1202.24
POL0030026,POL0030026,6749,809.88
POL0030027,POL0030027,7869,1180.35
POL0030028,POL0030028,4414,485.54
POL0030029,POL0030029,360416,68479.04
POL0030030,POL0030030,529760,63571.2
POL0030031,POL0030031,4295,214.75
POL0030032,POL0030032,837,150.66
POL0030033,POL0030033,446,84.74
POL0030034,POL0030034,166169,21601.97
POL0030035,POL0030035,2237,290.81
POL0030036,POL0030036,25590,3582.6
POL0030037,POL0030037,1799,143.92
POL0030038,POL0030038,983,137.62
POL0030039,POL0030039,3404,170.2
POL0030040,POL0030040,808,64.64
POL0030041,POL0030041,5846,1110.74
POL0030042,POL0030042,7728,1391.04
POL0030043,POL0030043,115920,5796
POL0030044,POL0030044,1221,170.94
POL0030045,POL0030045,2123,106.15
POL0030046,POL0030046,1139,79.73
POL0030047,POL0030047,1345,134.5
POL0030048,POL0030048,59654,10737.72
POL0030049,POL0030049,30408,1520.4
POL0030050,POL0030050,2965,355.8
POL0030051,POL0030051,631,119.89
POL0030052,POL0030052,32046,5127.36
POL0030053,POL0030053,2066,289.24
POL0030054,POL0030054,2712,515.28
POL0030055,POL0030055,12568,2136.56
POL0030056,POL0030056,426,85.2
POL0030057,POL0030057,6011,841.54
POL0030058,POL0030058,35447,5317.05
POL0030059,POL0030059,3408,170.4
POL0030060,POL0030060,1994,398.8
POL0030061,POL0030061,29912,4187.68
POL0030062,POL0030062,5765,922.4
POL0030063,POL0030063,22246,2447.06
POL0030064,POL0030064,5691,1081.29
POL0030065,POL0030065,7916,1266.56
POL0030066,POL0030066,3175,158.75
POL0030067,POL0030067,3692,701.48
POL0030068,POL0030068,6822,1364.4
POL0030069,POL0030069,1157,138.84
POL0030070,POL0030070,3094,154.7
POL0030071,POL0030071,41265,6602.4
POL0030072,POL0030072,17626,2996.42
POL0030073,POL0030073,6942,347.1
POL0030074,POL0030074,379,22.74
POL0030075,POL0030075,3875,775
POL0030076,POL0030076,13665,2186.4
POL0030077,POL0030077,2150,430
POL0030078,POL0030078,4539,363.12
POL0030079,POL0030079,190960,38192
POL0030080,POL0030080,6410,1025.6
POL0030081,POL0030081,1867,149.36
POL0030082,POL0030082,30757,3075.7
POL0030083,POL0030083,752,135.36
POL0030084,POL0030084,7944,1191.6
POL0030085,POL0030085,295,26.55
POL0030086,POL0030086,12320,1848
POL0030087,POL0030087,1924,230.88
POL0030088,POL0030088,31699,4120.87
POL0030089,POL0030089,684,68.4
POL0030090,POL0030090,1548,232.2
POL0030091,POL0030091,1713,171.3
POL0030092,POL0030092,2572,411.52
POL0030093,POL0030093,2635,316.2
POL0030094,POL0030094,911,91.1
POL0030095,POL0030095,8102,1458.36
POL0030096,POL0030096,19498,1559.84
POL0030097,POL0030097,1851,314.67
POL0030098,POL0030098,4773,668.22
POL0030099,POL0030099,5694,284.7
POL0030100,POL0030100,26936,4579.12
POL0030101,POL0030101,3546,212.76
POL0030102,POL0030102,20541,2054.1
POL0030103,POL0030103,1642,147.78
POL0030104,POL0030104,395,31.6
POL0030105,POL0030105,2678,160.68
POL0030106,POL0030106,13412,2682.4
POL0030107,POL0030107,3016,241.28
POL0030108,POL0030108,1466,73.3
POL0030109,POL0030109,22803,2280.3
POL0030110,POL0030110,1375,137.5
POL0030111,POL0030111,6805,544.4
POL0030112,POL0030112,12515,750.9
POL0030113,POL0030113,1945,311.2
POL0030114,POL0030114,4273,854.6
POL0030115,POL0030115,5471,656.52
POL0030116,POL0030116,1042,177.14
POL0030117,POL0030117,545272,103601.68
POL0030118,POL0030118,443,75.31
POL0030119,POL0030119,3857,308.56
POL0030120,POL0030120,47366,6631.24
POL0030121,POL0030121,2110,379.8
POL0030122,POL0030122,986,88.74
POL0030123,POL0030123,7093,638.37
POL0030124,POL0030124,52696,5269.6
POL0030125,POL0030125,5242,838.72
POL0030126,POL0030126,4751,665.14
POL0030127,POL0030127,1845,332.1
POL0030128,POL0030128,74613,11938.08
POL0030129,POL0030129,7764,1009.32
POL0030130,POL0030130,391440,50887.2
POL0030131,POL0030131,3932,196.6
POL0030132,POL0030132,817,138.89
POL0030133,POL0030133,5547,832.05
POL0030134,POL0030134,74,8.88
POL0030135,POL0030135,3041,608.2
POL0030136,POL0030136,2165,173.2
POL0030137,POL0030137,2651,424.16
POL0030138,POL0030138,94889,12335.57
POL0030139,POL0030139,81256,13000.96
POL0030140,POL0030140,15968,3193.6
POL0030141,POL0030141,17564,1932.04
POL0030142,POL0030142,817,81.7
POL0030143,POL0030143,18720,1123.2
POL0030144,POL0030144,5736,401.52
POL0030145,POL0030145,2176,369.92
POL0030146,POL0030146,4007,200.35
POL0030147,POL0030147,154818,12385.44
POL0030148,POL0030148,349,52.35
POL0030149,POL0030149,1337,160.44
POL0030150,POL0030150,3240,259.2
POL0030151,POL0030151,20097,2210.67
POL0030152,POL0030152,1268,164.84
POL0030153,POL0030153,1583,94.98
POL0030154,POL0030154,581,110.39
POL0030155,POL0030155,903,45.15
POL0030156,POL0030156,46060,7830.2
POL0030157,POL0030157,481,48.1
POL0030158,POL0030158,3854,231.24
POL0030159,POL0030159,33856,2369.92
POL0030160,POL0030160,355,56.8
POL0030161,POL0030161,1421,85.26
POL0030162,POL0030162,1978,217.58
POL0030163,POL0030163,2584,129.2
POL0030164,POL0030164,1888,358.72
POL0030165,POL0030165,831,157.89
POL0030166,POL0030166,6227,809.51
POL0030167,POL0030167,49720,4474.8
POL0030168,POL0030168,175910,19350.1
POL0030169,POL0030169,8999,539.94
POL0030170,POL0030170,1549,92.94
POL0030171,POL0030171,1735,156.15
POL0030172,POL0030172,3498,174.9
POL0030173,POL0030173,867,121.38
POL0030174,POL0030174,7469,1120.35
POL0030175,POL0030175,333,29.97
POL0030176,POL0030176,3475,451.75
POL0030177,POL0030177,10070,1309.1
POL0030178,POL0030178,128,14.08
POL0030179,POL0030179,28562,5141.16
POL0030180,POL0030180,4956,446.04
POL0030181,POL0030181,36362,3999.82
POL0030182,POL0030182,1757,281.12
POL0030183,POL0030183,4346,260.76
POL0030184,POL0030184,25487,1529.22
POL0030185,POL0030185,6269,752.28
POL0030186,POL0030186,751,37.55
POL0030187,POL0030187,3189,510.24
POL0030188,POL0030188,3952,237.12
POL0030189,POL0030189,107,6.42
POL0030190,POL0030190,2156,323.4
POL0030191,POL0030191,2936,557.84
POL0030192,POL0030192,4846,969.2
POL0030193,POL0030193,24686,2715.46
POL0030194,POL0030194,5560,556
POL0030195,POL0030195,2281,433.39
POL0030196,POL0030196,13244,2648.8
POL0030197,POL0030197,5248,892.16
POL0030198,POL0030198,5161,619.32
POL0030199,POL0030199,728,65.52
POL0030200,POL0030200,46375,6028.75
POL0030201,POL0030201,3175,222.25
POL0030202,POL0030202,1375,261.25
POL0030203,POL0030203,1541,200.33
POL0030204,POL0030204,29309,5861.8
POL0030205,POL0030205,10259,512.95
POL0030206,POL0030206,20412,1224.72
POL0030207,POL0030207,744,104.16
POL0030208,POL0030208,2234,223.4
POL0030209,POL0030209,6878,1306.82
POL0030210,POL0030210,2294,389.98
POL0030211,POL0030211,2725,272.5
POL0030212,POL0030212,5213,1042.6
POL0030213,POL0030213,5900,708
POL0030214,POL0030214,1975,355.5
POL0030215,POL0030215,1120,156.8
POL0030216,POL0030216,9170,1834
POL0030217,POL0030217,3022,302.2
POL0030218,POL0030218,435,56.55
POL0030219,POL0030219,902,90.2
POL0030220,POL0030220,8969,1435.04
POL0030221,POL0030221,76568,13782.24
POL0030222,POL0030222,3068,214.76
POL0030223,POL0030223,1006,110.66
POL0030224,POL0030224,50730,7609.5
POL0030225,POL0030225,6982,837.84
POL0030226,POL0030226,16701,1503.09
POL0030227,POL0030227,6351,952.65
POL0030228,POL0030228,18636,2049.96
POL0030229,POL0030229,1764,282.24
POL0030230,POL0030230,1873,93.65
POL0030231,POL0030231,28543,2568.87
POL0030232,POL0030232,3704,481.52
POL0030233,POL0030233,72392,13754.48
POL0030234,POL0030234,9159,915.9
POL0030235,POL0030235,1641,246.15
POL0030236,POL0030236,6666,666.6
POL0030237,POL0030237,1815,272.25
POL0030238,POL0030238,4440,888
POL0030239,POL0030239,10248,1434.72
POL0030240,POL0030240,1511,287.09
POL0030241,POL0030241,28844,1442.2
POL0030242,POL0030242,2029,182.61
POL0030243,POL0030243,20502,3280.32
POL0030244,POL0030244,2856,171.36
POL0030245,POL0030245,50554,8088.64
POL0030246,POL0030246,14368,1867.84
POL0030247,POL0030247,13790,2068.5
POL0030248,POL0030248,2328,419.04
POL0030249,POL0030249,764,129.88
POL0030250,POL0030250,739,73.9
POL0030251,POL0030251,26953,5390.6
POL0030252,POL0030252,1265,101.2
POL0030253,POL0030253,1132,192.44
POL0030254,POL0030254,854,128.1
POL0030255,POL0030255,7735,850.85
POL0030256,POL0030256,2808,252.72
POL0030257,POL0030257,1927,346.86
POL0030258,POL0030258,52926,5821.86
POL0030259,POL0030259,2311,300.43
POL0030260,POL0030260,531,95.58
POL0030261,POL0030261,15166,1364.94
POL0030262,POL0030262,1232,246.4
POL0030263,POL0030263,51120,9201.6
POL0030264,POL0030264,948,56.88
POL0030265,POL0030265,7613,761.3
POL0030266,POL0030266,910,118.3
POL0030267,POL0030267,11552,1386.24
POL0030268,POL0030268,39176,2742.32
POL0030269,POL0030269,4853,873.54
POL0030270,POL0030270,109335,10933.5
POL0030271,POL0030271,66456,3322.8
POL0030272,POL0030272,5601,392.07
POL0030273,POL0030273,4049,404.9
POL0030274,POL0030274,609,73.08
POL0030275,POL0030275,50621,5568.31
POL0030276,POL0030276,1519,121.52
POL0030277,POL0030277,3346,234.22
POL0030278,POL0030278,17340,2427.6
POL0030279,POL0030279,5552,333.12
POL0030280,POL0030280,8954,1164.02
POL0030281,POL0030281,1846,110.76
POL0030282,POL0030282,4711,753.76
POL0030283,POL0030283,8621,1379.36
POL0030284,POL0030284,67008,6030.72
POL0030285,POL0030285,29379,3819.27
POL0030286,POL0030286,8201,410.05
POL0030287,POL0030287,177027,23013.51
POL0030288,POL0030288,27331,3279.72
POL0030289,POL0030289,8498,594.86
POL0030290,POL0030290,1491,298.2
POL0030291,POL0030291,4284,342.72
POL0030292,POL0030292,58620,10551.6
POL0030293,POL0030293,477,47.7
POL0030294,POL0030294,1304,169.52
POL0030295,POL0030295,993,148.95
POL0030296,POL0030296,772,77.2
POL0030297,POL0030297,988,118.56
POL0030298,POL0030298,555,66.6
POL0030299,POL0030299,871,139.36
POL0030300,POL0030300,2602,468.36
POL0030301,POL0030301,1256,75.36
POL0030302,POL0030302,648,58.32
POL0030303,POL0030303,2679,455.43
POL0030304,POL0030304,2004,340.68
POL0030305,POL0030305,4226,507.12
POL0030306,POL0030306,5894,707.28
POL0030307,POL0030307,10870,2065.3
POL0030308,POL0030308,7344,954.72
POL0030309,POL0030309,6878,1100.48
POL0030310,POL0030310,895,161.1
POL0030311,POL0030311,179,21.48
POL0030312,POL0030312,1149,114.9
POL0030313,POL0030313,41624,7492.32
POL0030314,POL0030314,17776,1422.08
POL0030315,POL0030315,300,48
POL0030316,POL0030316,478856,52674.16
POL0030317,POL0030317,1068,160.2
POL0030318,POL0030318,24839,2980.68
POL0030319,POL0030319,272,13.6
POL0030320,POL0030320,2356,235.6
POL0030321,POL0030321,8453,1267.95
POL0030322,POL0030322,1842,239.46
POL0030323,POL0030323,3617,217.02
POL0030324,POL0030324,5445,762.3
POL0030325,POL0030325,5062,253.1
POL0030326,POL0030326,26800,4824
POL0030327,POL0030327,5414,378.98
POL0030328,POL0030328,3305,231.35
POL0030329,POL0030329,2543,127.15
POL0030330,POL0030330,1576,204.88
POL0030331,POL0030331,4220,844
POL0030332,POL0030332,536200,37534
POL0030333,POL0030333,4771,620.23
POL0030334,POL0030334,3184,191.04
POL0030335,POL0030335,8065,1532.35
POL0030336,POL0030336,320,19.2
POL0030337,POL0030337,5286,951.48
POL0030338,POL0030338,980,186.2
POL0030339,POL0030339,827,90.97
POL0030340,POL0030340,2460,295.2
POL0030341,POL0030341,25460,1527.6
POL0030342,POL0030342,3000,600
POL0030343,POL0030343,3664,256.48
POL0030344,POL0030344,951,66.57
POL0030345,POL0030345,16518,1816.98
POL0030346,POL0030346,1774,141.92
POL0030347,POL0030347,939,169.02
POL0030348,POL0030348,537,80.55
POL0030349,POL0030349,14224,1280.16
POL0030350,POL0030350,25690,4367.3
POL0030351,POL0030351,6955,1112.8
POL0030352,POL0030352,14477,2750.63
POL0030353,POL0030353,17519,1576.71
POL0030354,POL0030354,1485,267.3
POL0030355,POL0030355,7171,1147.36
POL0030356,POL0030356,34944,1747.2
POL0030357,POL0030357,7842,1254.72
POL0030358,POL0030358,19795,1979.5
POL0030359,POL0030359,1171,128.81
POL0030360,POL0030360,129007,20641.12
POL0030361,POL0030361,306,18.36
POL0030362,POL0030362,813,154.47
POL0030363,POL0030363,20362,1832.58
POL0030364,POL0030364,1678,251.7
POL0030365,POL0030365,2128,170.24
POL0030366,POL0030366,10578,846.24
POL0030367,POL0030367,1514,75.7
POL0030368,POL0030368,7702,1078.28
POL0030369,POL0030369,1541,231.15
POL0030370,POL0030370,15198,1215.84
POL0030371,POL0030371,11734,1877.44
POL0030372,POL0030372,762,53.34
POL0030373,POL0030373,2043,306.45
POL0030374,POL0030374,765,84.15
POL0030375,POL0030375,4103,738.54
POL0030376,POL0030376,8162,1142.68
POL0030377,POL0030377,532224,47900.16
POL0030378,POL0030378,2075,103.75
POL0030379,POL0030379,1342,67.1
POL0030380,POL0030380,2892,260.28
POL0030381,POL0030381,2248,202.32
POL0030382,POL0030382,36559,1827.95
POL0030383,POL0030383,8224,493.44
POL0030384,POL0030384,292,32.12
POL0030385,POL0030385,19796,3365.32
POL0030386,POL0030386,17990,1079.4
POL0030387,POL0030387,7626,1220.16
POL0030388,POL0030388,593,100.81
POL0030389,POL0030389,24812,1736.84
POL0030390,POL0030390,933,102.63
POL0030391,POL0030391,17744,1064.64
POL0030392,POL0030392,314,34.54
POL0030393,POL0030393,2360,236
POL0030394,POL0030394,495,39.6
POL0030395,POL0030395,34721,2777.68
POL0030396,POL0030396,47908,9102.52
POL0030397,POL0030397,8229,1398.93
POL0030398,POL0030398,33100,5958
POL0030399,POL0030399,10980,1427.4
POL0030400,POL0030400,1832,164.88
POL0030401,POL0030401,14064,1828.32
POL0030402,POL0030402,3322,431.86
POL0030403,POL0030403,24960,3244.8
POL0030404,POL0030404,52479,9446.22
POL0030405,POL0030405,4411,749.87
POL0030406,POL0030406,958,124.54
POL0030407,POL0030407,11741,1174.1
POL0030408,POL0030408,166,31.54
POL0030409,POL0030409,5457,381.99
POL0030410,POL0030410,757,98.41
POL0030411,POL0030411,745,126.65
POL0030412,POL0030412,3953,395.3
POL0030413,POL0030413,7326,1245.42
POL0030414,POL0030414,1395,139.5
POL0030415,POL0030415,14477,1882.01
POL0030416,POL0030416,796,47.76
POL0030417,POL0030417,1504,210.56
POL0030418,POL0030418,320,32
POL0030419,POL0030419,101294,5064.7
